city,year,age,count,sex
TJ,2005,15-24,308.0,male
TJ,2007,15-24,413.0,male
TJ,2008,15-24,437.0,male
TK,2007,15-24,0.0,male
TK,2008,15-24,10.0,male
TL,2002,15-24,119.0,male
TL,2003,15-24,130.0,male
TL,2004,15-24,133.0,male
TL,2005,15-24,136.0,male
TL,2006,15-24,128.0,male
TL,2007,15-24,128.0,male
TL,2008,15-24,115.0,male
TM,1995,15-24,11.0,male
TM,1996,15-24,15.0,male
TM,1997,15-24,14.0,male
TM,1998,15-24,100.0,male
TM,1999,15-24,129.0,male
TM,2000,15-24,103.0,male
TM,2001,15-24,169.0,male
TM,2002,15-24,164.0,male
TM,2003,15-24,148.0,male
TM,2004,15-24,129.0,male
TM,2005,15-24,148.0,male
TM,2006,15-24,140.0,male
TM,2007,15-24,176.0,male
TM,2008,15-24,176.0,male
TN,1998,15-24,134.0,male
TN,1999,15-24,137.0,male
TN,2000,15-24,139.0,male
TN,2001,15-24,141.0,male
TN,2002,15-24,112.0,male
TN,2003,15-24,100.0,male
TN,2004,15-24,100.0,male
TN,2005,15-24,103.0,male
TN,2006,15-24,125.0,male
TN,2007,15-24,124.0,male
TN,2008,15-24,130.0,male
TO,1995,15-24,1.0,male
TO,1996,15-24,1.0,male
TO,1997,15-24,2.0,male
TO,1998,15-24,2.0,male
TO,1999,15-24,1.0,male
TO,2000,15-24,2.0,male
TO,2001,15-24,0.0,male
TO,2002,15-24,1.0,male
TO,2003,15-24,1.0,male
TO,2005,15-24,2.0,male
TO,2006,15-24,1.0,male
TO,2007,15-24,2.0,male
TO,2008,15-24,2.0,male
TR,2004,15-24,50.0,male
TR,2005,15-24,1148.0,male
TR,2006,15-24,1212.0,male
TR,2007,15-24,1091.0,male
TR,2008,15-24,940.0,male
TT,1995,15-24,6.0,male
TT,1996,15-24,4.0,male
TT,1998,15-24,9.0,male
TT,1999,15-24,11.0,male
TT,2000,15-24,7.0,male
TT,2001,15-24,10.0,male
TT,2002,15-24,8.0,male
TT,2003,15-24,9.0,male
TT,2004,15-24,3.0,male
TT,2005,15-24,10.0,male
TT,2006,15-24,7.0,male
TT,2007,15-24,10.0,male
TT,2008,15-24,9.0,male
TV,1995,15-24,0.0,male
TV,2003,15-24,2.0,male
TV,2006,15-24,1.0,male
TV,2007,15-24,1.0,male
TV,2008,15-24,2.0,male
TZ,1995,15-24,2108.0,male
TZ,1996,15-24,2176.0,male
TZ,1997,15-24,2210.0,male
TZ,1998,15-24,2528.0,male
TZ,1999,15-24,2422.0,male
TZ,2000,15-24,2357.0,male
TZ,2001,15-24,2302.0,male
TZ,2002,15-24,2309.0,male
TZ,2003,15-24,2172.0,male
TZ,2004,15-24,2216.0,male
TZ,2005,15-24,2062.0,male
TZ,2006,15-24,2060.0,male
TZ,2007,15-24,2021.0,male
TZ,2008,15-24,1963.0,male
UA,1995,15-24,385.0,male
UA,1996,15-24,569.0,male
UA,1997,15-24,623.0,male
UA,1998,15-24,687.0,male
UA,1999,15-24,661.0,male
UA,2000,15-24,693.0,male
UA,2001,15-24,757.0,male
UA,2003,15-24,850.0,male
UA,2006,15-24,926.0,male
UA,2007,15-24,1556.0,male
UA,2008,15-24,901.0,male
UG,1995,15-24,1193.0,male
UG,1996,15-24,1271.0,male
UG,1997,15-24,1485.0,male
UG,1998,15-24,1512.0,male
UG,1999,15-24,1510.0,male
UG,2000,15-24,1511.0,male
UG,2001,15-24,1461.0,male
UG,2002,15-24,1503.0,male
UG,2003,15-24,1643.0,male
UG,2004,15-24,1803.0,male
UG,2005,15-24,1598.0,male
UG,2006,15-24,1624.0,male
UG,2007,15-24,1741.0,male
UG,2008,15-24,1953.0,male
US,1995,15-24,355.0,male
US,1996,15-24,333.0,male
US,1997,15-24,330.0,male
US,1998,15-24,321.0,male
US,1999,15-24,331.0,male
US,2000,15-24,365.0,male
US,2001,15-24,320.0,male
US,2002,15-24,343.0,male
US,2003,15-24,365.0,male
US,2004,15-24,362.0,male
US,2005,15-24,383.0,male
US,2006,15-24,388.0,male
US,2007,15-24,414.0,male
US,2008,15-24,375.0,male
UY,1995,15-24,28.0,male
UY,1996,15-24,34.0,male
UY,1997,15-24,37.0,male
UY,1998,15-24,30.0,male
UY,1999,15-24,45.0,male
UY,2000,15-24,36.0,male
UY,2001,15-24,33.0,male
UY,2002,15-24,33.0,male
UY,2003,15-24,46.0,male
UY,2004,15-24,38.0,male
UY,2005,15-24,42.0,male
UY,2006,15-24,38.0,male
UY,2007,15-24,39.0,male
UY,2008,15-24,49.0,male
UZ,1996,15-24,96.0,male
UZ,1998,15-24,6.0,male
UZ,1999,15-24,429.0,male
UZ,2000,15-24,351.0,male
UZ,2001,15-24,390.0,male
UZ,2002,15-24,330.0,male
UZ,2003,15-24,487.0,male
UZ,2004,15-24,512.0,male
UZ,2005,15-24,596.0,male
UZ,2006,15-24,568.0,male
UZ,2007,15-24,569.0,male
UZ,2008,15-24,515.0,male
VC,1998,15-24,0.0,male
VC,2000,15-24,1.0,male
VC,2005,15-24,0.0,male
VC,2007,15-24,0.0,male
VE,1999,15-24,378.0,male
VE,2002,15-24,339.0,male
VE,2003,15-24,361.0,male
VE,2004,15-24,373.0,male
VE,2005,15-24,312.0,male
VE,2006,15-24,323.0,male
VE,2007,15-24,324.0,male
VE,2008,15-24,364.0,male
VI,1995,15-24,0.0,male
VI,1996,15-24,0.0,male
VN,1996,15-24,1994.0,male
VN,1997,15-24,2162.0,male
VN,1998,15-24,2441.0,male
VN,1999,15-24,2254.0,male
VN,2000,15-24,2367.0,male
VN,2001,15-24,2756.0,male
VN,2002,15-24,3250.0,male
VN,2003,15-24,3475.0,male
VN,2004,15-24,3486.0,male
VN,2005,15-24,3408.0,male
VN,2006,15-24,3761.0,male
VN,2007,15-24,3587.0,male
VN,2008,15-24,3401.0,male
VU,1995,15-24,6.0,male
VU,1996,15-24,4.0,male
VU,1998,15-24,4.0,male
VU,1999,15-24,0.0,male
VU,2000,15-24,7.0,male
VU,2001,15-24,7.0,male
VU,2002,15-24,7.0,male
VU,2003,15-24,2.0,male
VU,2004,15-24,7.0,male
VU,2005,15-24,4.0,male
VU,2006,15-24,5.0,male
VU,2007,15-24,3.0,male
VU,2008,15-24,4.0,male
WF,1996,15-24,1.0,male
WF,2002,15-24,1.0,male
WF,2003,15-24,0.0,male
WF,2007,15-24,0.0,male
WS,1995,15-24,1.0,male
WS,1996,15-24,0.0,male
WS,1997,15-24,1.0,male
WS,1998,15-24,1.0,male
WS,1999,15-24,1.0,male
WS,2000,15-24,3.0,male
WS,2001,15-24,3.0,male
WS,2002,15-24,1.0,male
WS,2003,15-24,2.0,male
WS,2005,15-24,4.0,male
WS,2006,15-24,3.0,male
WS,2008,15-24,1.0,male
YE,1995,15-24,400.0,male
YE,1996,15-24,91.0,male
YE,1997,15-24,307.0,male
YE,1998,15-24,718.0,male
YE,1999,15-24,552.0,male
YE,2000,15-24,789.0,male
YE,2001,15-24,695.0,male
YE,2002,15-24,650.0,male
YE,2003,15-24,581.0,male
YE,2004,15-24,571.0,male
YE,2005,15-24,493.0,male
YE,2006,15-24,535.0,male
YE,2007,15-24,488.0,male
YE,2008,15-24,547.0,male
YU,1995,15-24,108.0,male
YU,1996,15-24,207.0,male
YU,1997,15-24,136.0,male
YU,2001,15-24,52.0,male
YU,2002,15-24,37.0,male
YU,2003,15-24,51.0,male
YU,2004,15-24,61.0,male
ZA,1999,15-24,624.0,male
ZA,2000,15-24,723.0,male
ZA,2001,15-24,1490.0,male
ZA,2002,15-24,5147.0,male
ZA,2003,15-24,10107.0,male
ZA,2004,15-24,11030.0,male
ZA,2005,15-24,10422.0,male
ZA,2006,15-24,10498.0,male
ZA,2007,15-24,10514.0,male
ZA,2008,15-24,10172.0,male
ZM,1995,15-24,659.0,male
ZM,2000,15-24,2175.0,male
ZM,2002,15-24,1013.0,male
ZM,2003,15-24,1733.0,male
ZM,2004,15-24,1498.0,male
ZM,2005,15-24,1240.0,male
ZM,2006,15-24,945.0,male
ZM,2007,15-24,1235.0,male
ZM,2008,15-24,1120.0,male
ZW,2002,15-24,600.0,male
ZW,2003,15-24,874.0,male
ZW,2004,15-24,833.0,male
ZW,2005,15-24,837.0,male
ZW,2006,15-24,736.0,male
ZW,2007,15-24,500.0,male
ZW,2008,15-24,614.0,male
AD,1996,25-34,0.0,male
AD,1997,25-34,1.0,male
AD,1998,25-34,0.0,male
AD,1999,25-34,0.0,male
AD,2000,25-34,1.0,male
AD,2002,25-34,0.0,male
AD,2003,25-34,0.0,male
AD,2004,25-34,0.0,male
AD,2005,25-34,1.0,male
AD,2006,25-34,1.0,male
AD,2008,25-34,0.0,male
AE,1999,25-34,3.0,male
AE,2000,25-34,4.0,male
AE,2002,25-34,0.0,male
AE,2003,25-34,8.0,male
AE,2004,25-34,6.0,male
AE,2006,25-34,3.0,male
AE,2007,25-34,6.0,male
AE,2008,25-34,1.0,male
AF,1997,25-34,6.0,male
AF,1998,25-34,128.0,male
AF,1999,25-34,55.0,male
AF,2000,25-34,183.0,male
AF,2001,25-34,349.0,male
AF,2002,25-34,481.0,male
AF,2003,25-34,436.0,male
AF,2004,25-34,568.0,male
AF,2005,25-34,560.0,male
AF,2006,25-34,791.0,male
AF,2007,25-34,840.0,male
AF,2008,25-34,773.0,male
AG,1996,25-34,0.0,male
AG,2000,25-34,0.0,male
AG,2002,25-34,1.0,male
AG,2003,25-34,1.0,male
AG,2007,25-34,0.0,male
AI,2004,25-34,0.0,male
AL,1995,25-34,0.0,male
AL,1997,25-34,43.0,male
AL,1998,25-34,21.0,male
AL,1999,25-34,23.0,male
AL,2000,25-34,21.0,male
AL,2001,25-34,18.0,male
AL,2002,25-34,27.0,male
AL,2003,25-34,19.0,male
AL,2004,25-34,19.0,male
AL,2005,25-34,21.0,male
AL,2006,25-34,19.0,male
AL,2007,25-34,13.0,male
AL,2008,25-34,26.0,male
AM,1995,25-34,16.0,male
AM,1996,25-34,100.0,male
AM,1997,25-34,59.0,male
AM,1998,25-34,90.0,male
AM,1999,25-34,88.0,male
AM,2000,25-34,130.0,male
AM,2001,25-34,120.0,male
AM,2002,25-34,63.0,male
AM,2003,25-34,98.0,male
AM,2004,25-34,72.0,male
AM,2005,25-34,104.0,male
AM,2006,25-34,116.0,male
AM,2007,25-34,87.0,male
AM,2008,25-34,103.0,male
AN,1996,25-34,0.0,male
AN,1997,25-34,1.0,male
AN,1998,25-34,0.0,male
AN,1999,25-34,1.0,male
AN,2000,25-34,1.0,male
AN,2001,25-34,1.0,male
AN,2002,25-34,1.0,male
AN,2003,25-34,2.0,male
AN,2004,25-34,0.0,male
AN,2006,25-34,0.0,male
AO,1995,25-34,562.0,male
AO,1996,25-34,926.0,male
AO,1997,25-34,1026.0,male
AO,1998,25-34,950.0,male
AO,1999,25-34,1237.0,male
AO,2000,25-34,1003.0,male
AO,2001,25-34,752.0,male
AO,2002,25-34,2292.0,male
AO,2003,25-34,2598.0,male
AO,2004,25-34,2659.0,male
AO,2005,25-34,2797.0,male
AO,2006,25-34,3049.0,male
AO,2007,25-34,3197.0,male
AO,2008,25-34,3493.0,male
AR,1996,25-34,535.0,male
AR,1997,25-34,600.0,male
AR,1998,25-34,571.0,male
AR,1999,25-34,546.0,male
AR,2000,25-34,594.0,male
AR,2001,25-34,611.0,male
AR,2002,25-34,658.0,male
AR,2003,25-34,565.0,male
AR,2004,25-34,543.0,male
AR,2005,25-34,530.0,male
AR,2006,25-34,484.0,male
AR,2007,25-34,623.0,male
AR,2008,25-34,611.0,male
AS,1997,25-34,0.0,male
AT,1995,25-34,95.0,male
AT,1997,25-34,117.0,male
AT,1999,25-34,40.0,male
AT,2000,25-34,30.0,male
AT,2001,25-34,27.0,male
AT,2002,25-34,14.0,male
AT,2003,25-34,31.0,male
AT,2004,25-34,19.0,male
AT,2005,25-34,23.0,male
AT,2006,25-34,25.0,male
AT,2007,25-34,15.0,male
AU,1997,25-34,24.0,male
AU,1998,25-34,22.0,male
AU,1999,25-34,40.0,male
AU,2000,25-34,35.0,male
AU,2001,25-34,20.0,male
AU,2002,25-34,20.0,male
AU,2003,25-34,10.0,male
AU,2004,25-34,16.0,male
AU,2005,25-34,27.0,male
AU,2006,25-34,35.0,male
AU,2007,25-34,33.0,male
AU,2008,25-34,33.0,male
AZ,1995,25-34,29.0,male
AZ,1996,25-34,302.0,male
AZ,1997,25-34,244.0,male
AZ,1998,25-34,47.0,male
AZ,1999,25-34,46.0,male
AZ,2000,25-34,24.0,male
AZ,2001,25-34,3.0,male
AZ,2002,25-34,433.0,male
AZ,2003,25-34,258.0,male
AZ,2004,25-34,311.0,male
AZ,2005,25-34,297.0,male
AZ,2006,25-34,362.0,male
BA,1995,25-34,61.0,male
BA,1996,25-34,48.0,male
BA,1997,25-34,84.0,male
BA,1998,25-34,75.0,male
BA,1999,25-34,76.0,male
BA,2000,25-34,82.0,male
BA,2001,25-34,70.0,male
BA,2002,25-34,48.0,male
BA,2003,25-34,42.0,male
BA,2004,25-34,79.0,male
BA,2005,25-34,58.0,male
BA,2006,25-34,58.0,male
BA,2007,25-34,0.0,male
BA,2008,25-34,35.0,male
BB,1996,25-34,1.0,male
BB,2000,25-34,0.0,male
BB,2001,25-34,1.0,male
BB,2004,25-34,2.0,male
BB,2006,25-34,2.0,male
BB,2007,25-34,0.0,male
BB,2008,25-34,1.0,male
BD,1995,25-34,983.0,male
BD,1996,25-34,1322.0,male
BD,1997,25-34,5013.0,male
BD,1998,25-34,5988.0,male
BD,1999,25-34,5777.0,male
BD,2000,25-34,5643.0,male
BD,2001,25-34,5834.0,male
BD,2002,25-34,6288.0,male
BD,2003,25-34,7275.0,male
BD,2004,25-34,8281.0,male
BD,2005,25-34,10443.0,male
BD,2006,25-34,12166.0,male
BD,2007,25-34,12442.0,male
BD,2008,25-34,12926.0,male
BE,1995,25-34,49.0,male
BE,1996,25-34,43.0,male
BE,1997,25-34,45.0,male
BE,1998,25-34,50.0,male
BE,1999,25-34,40.0,male
BE,2000,25-34,57.0,male
BE,2001,25-34,40.0,male
BE,2002,25-34,56.0,male
BE,2003,25-34,33.0,male
BE,2004,25-34,55.0,male
BE,2005,25-34,50.0,male
BE,2006,25-34,52.0,male
BE,2007,25-34,55.0,male
BE,2008,25-34,40.0,male
BF,1995,25-34,133.0,male
BF,1996,25-34,161.0,male
BF,1997,25-34,161.0,male
BF,1998,25-34,270.0,male
BF,1999,25-34,247.0,male
BF,2000,25-34,274.0,male
BF,2001,25-34,283.0,male
BF,2002,25-34,273.0,male
BF,2003,25-34,313.0,male
BF,2004,25-34,375.0,male
BF,2005,25-34,430.0,male
BF,2006,25-34,473.0,male
BF,2007,25-34,442.0,male
BF,2008,25-34,555.0,male
BG,2000,25-34,16.0,male
BG,2001,25-34,20.0,male
BG,2002,25-34,86.0,male
BG,2003,25-34,169.0,male
BG,2004,25-34,156.0,male
BG,2005,25-34,150.0,male
BG,2006,25-34,146.0,male
BG,2007,25-34,122.0,male
BG,2008,25-34,145.0,male
BH,1995,25-34,1.0,male
BH,1996,25-34,25.0,male
BH,1997,25-34,32.0,male
BH,1998,25-34,40.0,male
BH,1999,25-34,19.0,male
BH,2000,25-34,3.0,male
BH,2001,25-34,2.0,male
BH,2002,25-34,1.0,male
BH,2003,25-34,2.0,male
BH,2004,25-34,0.0,male
BH,2005,25-34,0.0,male
BH,2006,25-34,25.0,male
BH,2007,25-34,26.0,male
BH,2008,25-34,48.0,male
BI,1995,25-34,238.0,male
BI,1996,25-34,283.0,male
BI,1997,25-34,446.0,male
BI,1998,25-34,527.0,male
BI,1999,25-34,566.0,male
BI,2001,25-34,559.0,male
BI,2002,25-34,470.0,male
BI,2003,25-34,572.0,male
BI,2004,25-34,674.0,male
BI,2005,25-34,591.0,male
BI,2006,25-34,600.0,male
BI,2007,25-34,637.0,male
BI,2008,25-34,684.0,male
BJ,1995,25-34,352.0,male
BJ,1996,25-34,348.0,male
BJ,1997,25-34,376.0,male
BJ,1998,25-34,367.0,male
BJ,1999,25-34,444.0,male
BJ,2000,25-34,428.0,male
BJ,2002,25-34,489.0,male
BJ,2003,25-34,504.0,male
BJ,2004,25-34,529.0,male
BJ,2005,25-34,595.0,male
BJ,2006,25-34,624.0,male
BJ,2008,25-34,604.0,male
BM,2004,25-34,0.0,male
BN,1999,25-34,42.0,male
BN,2000,25-34,4.0,male
BN,2002,25-34,15.0,male
BN,2003,25-34,25.0,male
BN,2004,25-34,13.0,male
BN,2005,25-34,19.0,male
BN,2006,25-34,11.0,male
BN,2007,25-34,10.0,male
BN,2008,25-34,10.0,male
BO,1996,25-34,887.0,male
BO,1997,25-34,792.0,male
BO,1998,25-34,885.0,male
BO,1999,25-34,862.0,male
BO,2000,25-34,797.0,male
BO,2001,25-34,761.0,male
BO,2002,25-34,787.0,male
BO,2003,25-34,742.0,male
BO,2004,25-34,750.0,male
BO,2005,25-34,725.0,male
BO,2006,25-34,699.0,male
BO,2007,25-34,604.0,male
BO,2008,25-34,734.0,male
BR,1999,25-34,5401.0,male
BR,2000,25-34,11568.0,male
BR,2001,25-34,5536.0,male
BR,2002,25-34,5890.0,male
BR,2003,25-34,5709.0,male
BR,2004,25-34,6321.0,male
BR,2005,25-34,6119.0,male
BR,2006,25-34,6098.0,male
BR,2007,25-34,5990.0,male
BR,2008,25-34,6173.0,male
BS,1995,25-34,5.0,male
BS,1996,25-34,4.0,male
BS,1997,25-34,14.0,male
BS,1998,25-34,2.0,male
BS,1999,25-34,10.0,male
BS,2000,25-34,7.0,male
BS,2002,25-34,2.0,male
BS,2003,25-34,5.0,male
BS,2004,25-34,6.0,male
BS,2007,25-34,3.0,male
BS,2008,25-34,6.0,male
BT,1995,25-34,65.0,male
BT,1996,25-34,45.0,male
BT,1997,25-34,42.0,male
BT,1998,25-34,39.0,male
BT,1999,25-34,42.0,male
BT,2000,25-34,41.0,male
BT,2001,25-34,50.0,male
BT,2002,25-34,51.0,male
BT,2003,25-34,50.0,male
BT,2004,25-34,52.0,male
BT,2005,25-34,58.0,male
BT,2006,25-34,55.0,male
BT,2007,25-34,44.0,male
BT,2008,25-34,46.0,male
BW,1997,25-34,509.0,male
BW,1999,25-34,526.0,male
BW,2000,25-34,605.0,male
BW,2001,25-34,539.0,male
BW,2002,25-34,595.0,male
BW,2003,25-34,552.0,male
BW,2004,25-34,490.0,male
BW,2005,25-34,563.0,male
BW,2006,25-34,577.0,male
BW,2007,25-34,535.0,male
BW,2008,25-34,528.0,male
BY,2002,25-34,133.0,male
BY,2003,25-34,134.0,male
BY,2004,25-34,170.0,male
BY,2005,25-34,180.0,male
BY,2006,25-34,134.0,male
BY,2007,25-34,142.0,male
BY,2008,25-34,149.0,male
BZ,1995,25-34,2.0,male
BZ,1996,25-34,2.0,male
BZ,1997,25-34,6.0,male
BZ,2000,25-34,7.0,male
BZ,2001,25-34,5.0,male
BZ,2002,25-34,5.0,male
BZ,2003,25-34,8.0,male
BZ,2004,25-34,6.0,male
BZ,2005,25-34,8.0,male
BZ,2006,25-34,4.0,male
BZ,2007,25-34,8.0,male
BZ,2008,25-34,12.0,male
CA,1980,25-34,75.0,male
CA,1981,25-34,61.0,male
CA,1982,25-34,66.0,male
CA,1983,25-34,63.0,male
CA,1984,25-34,75.0,male
CA,1985,25-34,70.0,male
CA,1986,25-34,73.0,male
CA,1987,25-34,71.0,male
CA,1988,25-34,73.0,male
CA,1989,25-34,56.0,male
CA,1990,25-34,70.0,male
CA,1991,25-34,79.0,male
CA,1992,25-34,47.0,male
CA,1993,25-34,47.0,male
CA,1994,25-34,54.0,male
CA,1995,25-34,31.0,male
CA,1996,25-34,49.0,male
CA,1997,25-34,55.0,male
CA,1998,25-34,43.0,male
CA,1999,25-34,47.0,male
CA,2000,25-34,45.0,male
CA,2001,25-34,49.0,male
CA,2002,25-34,34.0,male
CA,2003,25-34,36.0,male
CA,2004,25-34,34.0,male
CA,2005,25-34,45.0,male
CA,2006,25-34,34.0,male
CA,2007,25-34,41.0,male
CA,2008,25-34,36.0,male
CD,1995,25-34,2382.0,male
CD,1996,25-34,1627.0,male
CD,1997,25-34,1996.0,male
CD,1998,25-34,5073.0,male
CD,1999,25-34,5886.0,male
CD,2000,25-34,5833.0,male
CD,2001,25-34,6794.0,male
CD,2002,25-34,7414.0,male
CD,2003,25-34,8427.0,male
CD,2004,25-34,9467.0,male
CD,2005,25-34,9808.0,male
CD,2006,25-34,9486.0,male
CD,2007,25-34,9548.0,male
CD,2008,25-34,9988.0,male
CF,1995,25-34,356.0,male
CF,1996,25-34,385.0,male
CF,1997,25-34,403.0,male
CF,1998,25-34,482.0,male
CF,1999,25-34,529.0,male
CF,2001,25-34,279.0,male
CF,2002,25-34,462.0,male
CF,2004,25-34,694.0,male
CF,2005,25-34,1136.0,male
CF,2006,25-34,770.0,male
CF,2008,25-34,643.0,male
CG,1995,25-34,409.0,male
CG,1999,25-34,407.0,male
CG,2001,25-34,756.0,male
CG,2004,25-34,887.0,male
CG,2006,25-34,656.0,male
CG,2007,25-34,635.0,male
CG,2008,25-34,606.0,male
CH,1995,25-34,23.0,male
CH,1996,25-34,28.0,male
CH,1997,25-34,20.0,male
CH,1998,25-34,30.0,male
CH,1999,25-34,15.0,male
CH,2000,25-34,18.0,male
CH,2001,25-34,18.0,male
CH,2002,25-34,16.0,male
CH,2003,25-34,7.0,male
CH,2004,25-34,14.0,male
CH,2005,25-34,9.0,male
CH,2006,25-34,15.0,male
CH,2007,25-34,10.0,male
CH,2008,25-34,13.0,male
CI,1995,25-34,2092.0,male
CI,1996,25-34,1670.0,male
CI,1997,25-34,1850.0,male
CI,1998,25-34,1747.0,male
CI,1999,25-34,1794.0,male
CI,2001,25-34,1818.0,male
CI,2002,25-34,2194.0,male
CI,2003,25-34,2075.0,male
CI,2004,25-34,2323.0,male
CI,2005,25-34,2449.0,male
CI,2006,25-34,2476.0,male
CI,2007,25-34,2705.0,male
CI,2008,25-34,2944.0,male
CK,1980,25-34,0.0,male
CK,1981,25-34,1.0,male
CK,1982,25-34,0.0,male
CK,1983,25-34,1.0,male
CK,1984,25-34,1.0,male
CK,1985,25-34,0.0,male
CK,1986,25-34,0.0,male
CK,1987,25-34,0.0,male
CK,1989,25-34,0.0,male
CK,1991,25-34,0.0,male
CK,1992,25-34,0.0,male
CK,1993,25-34,0.0,male
CK,1994,25-34,0.0,male
CK,1995,25-34,0.0,male
CK,1996,25-34,0.0,male
CK,1997,25-34,0.0,male
CK,1998,25-34,0.0,male
CK,2000,25-34,0.0,male
CK,2001,25-34,0.0,male
CK,2002,25-34,0.0,male
CK,2003,25-34,0.0,male
CK,2004,25-34,0.0,male
CK,2005,25-34,0.0,male
CK,2006,25-34,0.0,male
CL,1995,25-34,182.0,male
CL,1996,25-34,201.0,male
CL,1997,25-34,182.0,male
CL,1999,25-34,173.0,male
CL,2000,25-34,160.0,male
CL,2001,25-34,183.0,male
CL,2002,25-34,163.0,male
CL,2003,25-34,131.0,male
CL,2004,25-34,148.0,male
CL,2005,25-34,128.0,male
CL,2006,25-34,140.0,male
CL,2007,25-34,137.0,male
CL,2008,25-34,131.0,male
CM,1995,25-34,569.0,male
CM,1996,25-34,735.0,male
CM,1997,25-34,1011.0,male
CM,1998,25-34,1006.0,male
CM,1999,25-34,1595.0,male
CM,2000,25-34,842.0,male
CM,2001,25-34,1000.0,male
CM,2002,25-34,1335.0,male
CM,2003,25-34,2274.0,male
CM,2004,25-34,2147.0,male
CM,2005,25-34,2482.0,male
CM,2006,25-34,2550.0,male
CM,2007,25-34,2613.0,male
CM,2008,25-34,2861.0,male
CN,1995,25-34,18306.0,male
CN,1996,25-34,24057.0,male
CN,1997,25-34,28247.0,male
CN,1998,25-34,30093.0,male
CN,1999,25-34,29328.0,male
CN,2000,25-34,29399.0,male
CN,2001,25-34,28520.0,male
CN,2002,25-34,25242.0,male
CN,2003,25-34,32760.0,male
CN,2004,25-34,43594.0,male
CN,2005,25-34,49558.0,male
CN,2006,25-34,48232.0,male
CN,2007,25-34,46374.0,male
CN,2008,25-34,44651.0,male
CO,1999,25-34,1473.0,male
CO,2000,25-34,1030.0,male
CO,2001,25-34,703.0,male
CO,2002,25-34,696.0,male
CO,2003,25-34,816.0,male
CO,2004,25-34,824.0,male
CO,2005,25-34,685.0,male
CO,2006,25-34,713.0,male
CO,2007,25-34,704.0,male
CO,2008,25-34,736.0,male
CR,1995,25-34,38.0,male
CR,1996,25-34,11.0,male
CR,1997,25-34,82.0,male
CR,1998,25-34,78.0,male
CR,1999,25-34,63.0,male
CR,2000,25-34,53.0,male
CR,2001,25-34,53.0,male
CR,2002,25-34,45.0,male
CR,2003,25-34,47.0,male
CR,2004,25-34,62.0,male
CR,2005,25-34,38.0,male
CR,2006,25-34,36.0,male
CR,2007,25-34,57.0,male
CR,2008,25-34,39.0,male
CU,1995,25-34,118.0,male
CU,1996,25-34,136.0,male
CU,1997,25-34,151.0,male
CU,1998,25-34,140.0,male
CU,1999,25-34,163.0,male
CU,2000,25-34,167.0,male
CU,2001,25-34,136.0,male
CU,2002,25-34,104.0,male
CU,2003,25-34,90.0,male
CU,2004,25-34,68.0,male
CU,2005,25-34,73.0,male
CU,2006,25-34,73.0,male
CU,2008,25-34,66.0,male
CV,1997,25-34,16.0,male
CV,1998,25-34,14.0,male
CV,2001,25-34,15.0,male
CV,2002,25-34,29.0,male
CV,2003,25-34,32.0,male
CV,2004,25-34,33.0,male
CV,2005,25-34,23.0,male
CV,2006,25-34,22.0,male
CV,2007,25-34,30.0,male
CV,2008,25-34,33.0,male
CY,1995,25-34,1.0,male
CY,1996,25-34,0.0,male
CY,1998,25-34,1.0,male
CY,1999,25-34,6.0,male
CY,2002,25-34,1.0,male
CY,2003,25-34,4.0,male
CY,2004,25-34,3.0,male
CY,2005,25-34,1.0,male
CY,2006,25-34,1.0,male
CY,2007,25-34,1.0,male
CY,2008,25-34,0.0,male
CZ,1995,25-34,22.0,male
CZ,1996,25-34,40.0,male
CZ,1997,25-34,25.0,male
CZ,1998,25-34,37.0,male
CZ,1999,25-34,27.0,male
CZ,2000,25-34,31.0,male
CZ,2001,25-34,39.0,male
CZ,2002,25-34,28.0,male
CZ,2003,25-34,28.0,male
CZ,2004,25-34,28.0,male
CZ,2005,25-34,24.0,male
CZ,2006,25-34,19.0,male
CZ,2007,25-34,26.0,male
CZ,2008,25-34,29.0,male
DE,1995,25-34,453.0,male
DE,1996,25-34,377.0,male
DE,1997,25-34,375.0,male
DE,1998,25-34,333.0,male
DE,1999,25-34,308.0,male
DE,2001,25-34,89.0,male
DE,2002,25-34,75.0,male
DE,2003,25-34,107.0,male
DE,2004,25-34,130.0,male
DE,2005,25-34,113.0,male
DE,2006,25-34,138.0,male
DE,2007,25-34,248.0,male
DE,2008,25-34,95.0,male
DJ,1996,25-34,429.0,male
DJ,1997,25-34,442.0,male
DJ,1998,25-34,396.0,male
DJ,1999,25-34,371.0,male
DJ,2000,25-34,347.0,male
DJ,2001,25-34,331.0,male
DJ,2002,25-34,320.0,male
DJ,2003,25-34,288.0,male
DJ,2004,25-34,225.0,male
DJ,2005,25-34,252.0,male
DJ,2006,25-34,246.0,male
DJ,2007,25-34,264.0,male
DJ,2008,25-34,275.0,male
DK,1995,25-34,16.0,male
DK,1996,25-34,16.0,male
DK,1997,25-34,19.0,male
DK,1998,25-34,20.0,male
DK,1999,25-34,29.0,male
DK,2000,25-34,20.0,male
DK,2001,25-34,15.0,male
DK,2002,25-34,8.0,male
DK,2003,25-34,20.0,male
DK,2004,25-34,12.0,male
DK,2005,25-34,12.0,male
DK,2006,25-34,13.0,male
DK,2007,25-34,12.0,male
DK,2008,25-34,15.0,male
DM,1996,25-34,1.0,male
DM,1997,25-34,0.0,male
